Action,AttemptsAtTalkingBeforeRegistering,DistanceMoved,DistanceThoughtItMoved,AngleRotated,AngleThoughtItRotated,TDOAPhatWeighting1.0_2k_samples_With_Filter,TDOAPhatWeighting0.9_2k_samples_With_Filter,TDOAPhatWeighting0.8_2k_samples_With_Filter,TDOAPhatWeighting0.7_2k_samples_With_Filter,TDOAPhatWeighting0.6_2k_samples_With_Filter,TDOAPhatWeighting0.5_2k_samples_With_Filter,TDOAPhatWeighting0.4_2k_samples_With_Filter,TDOAPhatWeighting0.3_2k_samples_With_Filter,TDOAPhatWeighting0.2_2k_samples_With_Filter,TDOAPhatWeighting0.1_2k_samples_With_Filter,TDOAPhatWeighting0.0_2k_samples_With_Filter,TDOAPhatWeighting1.0_2k_samples_Without_Filter,TDOAPhatWeighting0.9_2k_samples_Without_Filter,TDOAPhatWeighting0.8_2k_samples_Without_Filter,TDOAPhatWeighting0.7_2k_samples_Without_Filter,TDOAPhatWeighting0.6_2k_samples_Without_Filter,TDOAPhatWeighting0.5_2k_samples_Without_Filter,TDOAPhatWeighting0.4_2k_samples_Without_Filter,TDOAPhatWeighting0.3_2k_samples_Without_Filter,TDOAPhatWeighting0.2_2k_samples_Without_Filter,TDOAPhatWeighting0.1_2k_samples_Without_Filter,TDOAPhatWeighting0.0_2k_samples_Without_Filter,TDOAPhatWeighting1.0_4k_samples_With_Filter,TDOAPhatWeighting0.9_4k_samples_With_Filter,TDOAPhatWeighting0.8_4k_samples_With_Filter,TDOAPhatWeighting0.7_4k_samples_With_Filter,TDOAPhatWeighting0.6_4k_samples_With_Filter,TDOAPhatWeighting0.5_4k_samples_With_Filter,TDOAPhatWeighting0.4_4k_samples_With_Filter,TDOAPhatWeighting0.3_4k_samples_With_Filter,TDOAPhatWeighting0.2_4k_samples_With_Filter,TDOAPhatWeighting0.1_4k_samples_With_Filter,TDOAPhatWeighting0.0_4k_samples_With_Filter,TDOAPhatWeighting1.0_4k_samples_Without_Filter,TDOAPhatWeighting0.9_4k_samples_Without_Filter,TDOAPhatWeighting0.8_4k_samples_Without_Filter,TDOAPhatWeighting0.7_4k_samples_Without_Filter,TDOAPhatWeighting0.6_4k_samples_Without_Filter,TDOAPhatWeighting0.5_4k_samples_Without_Filter,TDOAPhatWeighting0.4_4k_samples_Without_Filter,TDOAPhatWeighting0.3_4k_samples_Without_Filter,TDOAPhatWeighting0.2_4k_samples_Without_Filter,TDOAPhatWeighting0.1_4k_samples_Without_Filter,TDOAPhatWeighting0.0_4k_samples_Without_Filter,TDOAPhatWeighting1.0_8k_samples_With_Filter,TDOAPhatWeighting0.9_8k_samples_With_Filter,TDOAPhatWeighting0.8_8k_samples_With_Filter,TDOAPhatWeighting0.7_8k_samples_With_Filter,TDOAPhatWeighting0.6_8k_samples_With_Filter,TDOAPhatWeighting0.5_8k_samples_With_Filter,TDOAPhatWeighting0.4_8k_samples_With_Filter,TDOAPhatWeighting0.3_8k_samples_With_Filter,TDOAPhatWeighting0.2_8k_samples_With_Filter,TDOAPhatWeighting0.1_8k_samples_With_Filter,TDOAPhatWeighting0.0_8k_samples_With_Filter,TDOAPhatWeighting1.0_8k_samples_Without_Filter,TDOAPhatWeighting0.9_8k_samples_Without_Filter,TDOAPhatWeighting0.8_8k_samples_Without_Filter,TDOAPhatWeighting0.7_8k_samples_Without_Filter,TDOAPhatWeighting0.6_8k_samples_Without_Filter,TDOAPhatWeighting0.5_8k_samples_Without_Filter,TDOAPhatWeighting0.4_8k_samples_Without_Filter,TDOAPhatWeighting0.3_8k_samples_Without_Filter,TDOAPhatWeighting0.2_8k_samples_Without_Filter,TDOAPhatWeighting0.1_8k_samples_Without_Filter,TDOAPhatWeighting0.0_8k_samples_Without_Filter,ActualTriangulationAngle,ActualTriangulationDistance
"come","1","None","None","None","None","1;-16;-18","1;-16;-18","1;-16;-18","1;-16;-18","1;-16;-18","0;-16;-10","0;-16;-6","0;-16;-6","0;-15;-6","-1;-5;-6","-1;-5;-6","0;-16;-18","0;-16;-18","0;-16;-18","0;-16;-18","0;-16;-18","0;-16;-10","0;-16;-6","0;-16;-6","0;-16;-6","0;-6;-6","0;-6;-6","1;-16;-17","1;-16;-17","1;-16;-17","1;-16;-17","1;-16;-17","1;-16;-17","1;-16;-17","1;-16;-17","1;-16;-17","1;-16;-124","1;-16;-127","0;-16;-16","0;-16;-16","0;-16;-16","0;-16;-16","0;-16;-16","0;-16;-16","0;-16;-16","0;-16;-16","0;-16;-18","0;-16;-124","0;-16;-128","1;-16;-17","1;-16;-17","1;-16;-17","1;-16;-17","1;-16;-17","1;-16;-17","1;-16;-17","1;-16;-17","1;-16;-17","1;-16;-124","1;-15;-124","0;-16;-16","0;-16;-16","0;-16;-16","0;-16;-16","0;-16;-16","0;-16;-16","0;-16;-16","0;-16;-16","0;-16;-16","0;-16;-124","0;-16;-124","112","2.6"
